id,columnId,teamId,tag,text,flag,description,links,jiraUrl,confluenceUrl,strategicCategory,revenueType,revenueUplift,revenueStream,enablerNote,enables,savingAmount,savingKind,savingArea,cadence,startDate,endDate,milestones,outcomeMax,metricName,metricDir,metricValue,metricUnit,strategicNote
data09,coming,data,,Customer lifetime value model - 27 NOV,,Needed to stop bidding the same acquisition cost for a one-off sale shopper and a repeat full-price customer.,"[{""id"":""l-data09a"",""url"":""https://docs.google.com/presentation/d/4vLt/clv-model""}]",,,beat-competition,,,,Sharpens paid media and retention spend,,,,,,2026-10-05,2026-11-27,,,,,,,
data10,coming,data,,Data quality monitoring and alerting - 13 NOV,warning,"Two of the last four bad trading decisions came from a silently broken pipeline rather than a wrong judgement.

**At risk:** genuinely important and repeatedly deprioritised in favour of things with a visible demo. It has slipped twice.",,,,do-or-die,,,,Makes every other number on this board trustworthy,,,,,,2026-10-05,2026-11-13,,,,,,,
pay11,after,payments,,Stored-card vaulting and network tokens - Q1 2027,,"Network tokens survive card reissues, so an expired-card event stops being a lost order. Depends on session hardening landing first.",,,,stay-relevant,metric,,,,,,,,,2027-01-11,2027-03-26,,,Repeat-purchase friction,down,22,%,
pay12,after,payments,,Payment orchestration layer (dual PSP) - Q1 2027,,"One PSP is a single point of failure for all revenue. A thin orchestration layer lets us fail over, and gives us leverage at contract renewal.",,,,do-or-die,,,,Removes the single-PSP outage risk,,,,,,2027-01-18,2027-03-31,,,,,,,
chk09,after,checkout,,Cart abandonment recovery flows - Mid FEB,,"Triggered email and push for carts left over €40, with a size-back-in-stock variant. Held until the real-time reco service lands so the recovery email can carry a useful alternative rather than the same sold-out item.",,,,beat-competition,direct,620000,Retention,,,,,,year,2027-01-05,2027-02-16,,,,,,,
chk10,after,checkout,,Save-for-later and price-drop watch - Q1 2027,,,,,,stay-relevant,,,,,,,,,,2027-02-01,2027-03-19,,,,,,,
auth08,after,auth,DE/FR,Single sign-on for loyalty members - Q1 2027,,"One identity across the storefront, the app and the in-store tills. Only sensible once passkeys are the primary factor.","[{""id"":""l-auth08a"",""url"":""https://threadhouse.atlassian.net/wiki/spaces/SEC/pages/93110/Loyalty+SSO""}]",,,stay-relevant,,,,Unifies online and in-store customer records,,,,,,2027-01-18,2027-03-31,,,,,,,
auth09,after,auth,,Age verification for restricted categories - Q1 2027,,"Only relevant once the planned fragrance and alcohol gifting range launches, but it gates that launch entirely.",,,,do-or-die,,,,,,,,,,2027-02-08,2027-03-31,,,,,,,
srch08,after,search,,Natural-language search for occasion queries - Q1 2027,,"""Linen shirt for a wedding in Greece in August"" is a query our current index cannot answer, and it is exactly how people describe what they actually want to buy.","[{""id"":""l-srch08a"",""url"":""https://miro.com/app/board/nl-search-concepts""}]",,,disrupt,,,,Positions us ahead of marketplace search,,,,,,2027-01-25,2027-03-31,,,,,,,
srch09,after,search,,Search relevance experimentation platform - Q1 2027,,Right now every relevance change is argued about rather than measured.,,,,stay-relevant,,,,Makes every later ranking change measurable,,,,,,2027-01-11,2027-02-26,,,,,,,
cat10,after,catalogue,ES/IT,Catalogue expansion to Spain and Italy - 31 MAR,,"Two new markets, ~40K SKUs to localise, and a sizing standard that agrees with neither FR nor DE. The unified size chart is what makes this a translation job rather than a re-modelling job.","[{""id"":""l-cat10a"",""url"":""https://docs.google.com/spreadsheets/d/2bXy/es-it-localisation""}]",,,beat-competition,direct,2200000,New markets,,,,,,year,2027-01-04,2027-03-31,"[{""id"":""m-cat10a"",""date"":""2027-02-15"",""label"":""ES catalogue complete""}]",3500000,,,,,
cat11,after,catalogue,,Automated PDP copy generation - Q1 2027,,"Draft product copy from attributes, reviewed by a human before publish. The review step is not optional — generated apparel copy is confidently wrong about fabric more often than you'd like.",,,,stay-relevant,saving,,,,,220000,reduce,Copywriting agency,year,2027-02-01,2027-03-31,,,,,,,
ful10,after,fulfilment,,Returns consolidation hubs - Q1 2027,,Returns currently travel individually back to the central warehouse. Consolidating at three regional hubs cuts the return leg cost by about a third and gets stock back on sale roughly six days sooner.,,,,stay-relevant,saving,,,,,1100000,reduce,Reverse logistics,year,2027-01-11,2027-03-19,,,,,,,
svc10,after,service,NL,Dutch-language support desk - Mid MAR,,"The NL soft launch is running on English-language support, which shows in the CSAT gap. Hiring two native speakers and localising the top 40 help articles.",,,,stay-relevant,metric,,,,,,,,,2027-02-01,2027-03-16,,,NL customer satisfaction,up,12,pp,
svc11,after,service,,Unified customer timeline in the agent desktop - Q1 2027,,"Orders, returns, contacts and refunds on one thread. Blocked behind the CDP consolidation, which owns the identity resolution.",,,,stay-relevant,,,,,,,,,,2027-02-15,2027-03-31,,,,,,,
mob08,after,mobile,,Offline browsing and wishlist sync - Q1 2027,,Commutes are prime browsing time and the Métro has no signal. Cache the last-viewed grid and let the wishlist queue writes until the connection comes back.,,,,stay-relevant,,,,,,,,,,2027-02-08,2027-03-31,,,,,,,
mob09,after,mobile,,Home-screen widget for order tracking - Q1 2027,,,,,,stay-relevant,,,,,,,,,,2027-01-25,2027-02-26,,,,,,,
data11,after,data,,Customer data platform consolidation - Q1 2027,warning,"Four systems currently believe they own the customer record and none of them agree.

**At risk:** scope has grown twice since January — it now quietly includes loyalty, consent and the email platform. This needs a hard cut before it starts, not after.","[{""id"":""l-data11a"",""url"":""https://threadhouse.atlassian.net/browse/DATA-155""},{""id"":""l-data11b"",""url"":""https://www.notion.so/threadhouse/CDP-scope-7b12""}]",,,do-or-die,saving,,,,,240000,utilize,Duplicate vendor licences,year,2027-01-04,2027-03-31,"[{""id"":""m-data11a"",""date"":""2027-01-29"",""label"":""Scope frozen""}]",,,,,,
data12,after,data,,Server-side tagging migration - Q1 2027,,Ad-blockers and ITP are eating an increasing share of client-side events. Moving collection server-side recovers the signal and cuts about 300ms off page load.,,,,stay-relevant,,,,,,,,,,2027-01-18,2027-03-12,,,,,,,
pay13,future,payments,,Crypto and stablecoin settlement pilot,done,Deprioritised in June. Demand testing found essentially no overlap between our customer base and people wanting to pay for a jumper in stablecoin. Parked rather than killed — revisit if the regulatory picture changes.,,,,,,,,,,,,,,,,,,,,,,
chk11,future,checkout,,Buy-now-pay-later aggregator,,"Rather than integrating each BNPL provider by hand, route to whichever one approves the shopper. Only worth it once we have three or more live.",,,,stay-relevant,,,,,,,,,,,,,,,,,,
auth10,future,auth,,Delegated access for household accounts,,"One payment method and address book, several people. Comes up constantly in family gifting research and has nowhere to live in the current identity model.",,,,disrupt,,,,,,,,,,,,,,,,,,
srch10,future,search,,In-store kiosk search integration,,"Search the full online catalogue from a screen in the shop, order to home from the till. Depends on loyalty SSO for the customer record.",,,,beat-competition,,,,,,,,,,,,,,,,,,
cat12,future,catalogue,,3D garment viewer and virtual try-on - Q3 2027,,"The genuinely ambitious one. Needs 3D capture in the studio pipeline, which is a merchandising operations change far more than an engineering one — and that is the part nobody has costed yet.","[{""id"":""l-cat12a"",""url"":""https://www.figma.com/file/5vTr/tryon-exploration""},{""id"":""l-cat12b"",""url"":""https://vendor-portal.styleforge.example.com/demo/threadhouse""}]",,,disrupt,,,,Would halve size-related returns if it works,,,,,,2027-07-05,2027-09-30,,,,,,,
ful11,future,fulfilment,,Carbon-neutral delivery option,,"Offsetting is the easy version and increasingly seen through. The credible version is route and packaging change, which is a much longer conversation with the 3PL.",,,,stay-relevant,,,,,,,,,,,,,,,,,,
svc12,future,service,,Voice support agent for order status,,"""Where is my order"" is 40% of calls and needs no judgement at all. Sequenced after the AI triage work proves the intent classification is trustworthy.",,,,stay-relevant,,,,,,,,,,,,,,,,,,
mob10,future,mobile,,In-app styling appointments,done,"Piloted with 40 customers in May and parked. The booking experience worked; the operational model didn't — we don't have stylists, and hiring them is a different business.","[{""id"":""l-mob10a"",""url"":""https://threadhouse.condens.io/projects/styling-pilot/report""}]",,,,,,,,,,,,,,,,,,,,,
data13,future,data,,On-device personalisation - Q4 2027,,"Keep the behavioural signal on the phone and ship the model to it, rather than shipping the behaviour to us. Better privacy posture, and it stops the personalisation roadmap being hostage to consent rates.",,,,disrupt,,,,Removes the consent-rate ceiling on personalisation,,,,,,2027-10-04,2027-12-17,,,,,,,
